"paragraph","message","polarity_class","polarity_score","emotion"
"কাতার অবস্থা ভাল না বাংলাদের অবস্থা ভাল বুঝরাম না আজকে টাকার রেট ২৫ টাকা","","stronglyNegative",-0.9444169044494629,"{""neutral"":0.010425843298435211,""happy"":0.0026949995663017035,""anger/disgust"":0.13812829554080963,""sadness"":0.9172483682632446,""surprise"":0.0138804716989398,""fear"":0.06932383030653}"
"কারা পাচ্ছে সেটাই বিবেচ্য বিষয়। নির্দলীয় তত্ত্বাবধানে যদি বন্টন হয় তাহলে ঠিক আছে অন্যথায় এটা প্রচারনা ছাড়া কিছুই না।","","weaklyNegative",-0.5997492074966431,"{""neutral"":0.10185060650110245,""happy"":0.03344953432679176,""anger/disgust"":0.7208078503608704,""sadness"":0.19471485912799835,""surprise"":0.011796565726399422,""fear"":0.022493818774819374}"
"কি আর বলি,, অনেক কষ্ট লাগে","","stronglyNegative",-0.9998470306396484,"{""neutral"":0.000500463938806206,""happy"":0.0016244295984506607,""anger/disgust"":0.00035847918479703367,""sadness"":0.9988489151000977,""surprise"":0.00044966230052523315,""fear"":0.001521914266049862}"
"কি করুন উক্তি।,😭😭😭😭","","neutral",0.1962749481201172,"{""neutral"":0.001971673220396042,""happy"":0.0005610970547422767,""anger/disgust"":0.006408307235687971,""sadness"":0.9827856421470642,""surprise"":0.005808201618492603,""fear"":0.10488297045230865}"
"কেওনা কেও এগিয়ে আসবেন","","weaklyPositive",0.5997048139572144,"{""neutral"":0.5713374018669128,""happy"":0.44278977,""anger/disgust"":0.009752494283020496,""sadness"":0.012477255426347256,""surprise"":0.0022182760294526815,""fear"":0.004858037456870079}"
"কোথায় চুরের বাচ্চারা দেখে যা তরা কাদের টাকা চুরি করছ","","stronglyNegative",-0.9999253988265991,"{""neutral"":0.00013993357424624264,""happy"":0.0001488218695158139,""anger/disgust"":0.9997177720069885,""sadness"":0.0013825458008795977,""surprise"":0.0004967084969393909,""fear"":0.000016277908798656426}"
"ক্যামনে পাইবো সর্ব ক্ষেএে রাজনীতি এদেশে 🇧🇩😭😭🤣✌️✌️","","stronglyNegative",-0.9999134778976441,"{""neutral"":0.04966549947857857,""happy"":0.004541461821645498,""anger/disgust"":0.8742982745170593,""sadness"":0.06188352778553963,""surprise"":0.10011577606201172,""fear"":0.008016820065677166}"
"ক্যায়সা লাগা ম্যারা মাজাক 🥴🥴🥴","","neutral",-0.19584450721740723,"{""neutral"":0.1482006311416626,""happy"":0.01023393776267767,""anger/disgust"":0.5634344220161438,""sadness"":0.12235988676548004,""surprise"":0.21177342534065247,""fear"":0.02382800541818142}"
"খড় কুঠার ঘরের চেয়েও নিম্ন মানের ঘর দিয়ে গরীব মানুষের সাথে উপহাস করেছেন, মাননীয় অবৈধ প্রধানমন্ত্রী।","","stronglyNegative",-0.9999484539031982,"{""neutral"":0.00043979447218589485,""happy"":0.0004134041373617947,""anger/disgust"":0.9950085878372192,""sadness"":0.0334102138876915,""surprise"":0.002131205750629306,""fear"":0.0008206000202335417}"
"খুবই দুঃখজনক কারন প্রকৃত গৃহহীন ভূমিহীন মানুষ গুলো এসুবিধা পাচ্ছে না ।","","stronglyNegative",-0.9999442577362061,"{""neutral"":0.0002059353282675147,""happy"":0.00044077704660594463,""anger/disgust"":0.006046791095286608,""sadness"":0.9991835951805115,""surprise"":0.00041701176087372005,""fear"":0.0016748305642977357}"
"গত দুই বছর আগে আমাদের হবিগঞ্জ জেলার বাহুবল থানা, পুটিজুরী ইউনিয়নে সরকারি ঘর এসেছে, আমার মায়ের ছোট একটা একচালা ঘর, চারপাশে ভাঙ্গা, কতো নেতার হাতে পায়ে ধরে ও ঘর পাওয়া যায় নি, আমি উপজেলায় কতোবার কাগজ পত্র জমা দিছি, কোন কাজ হয়নি,আমার স্বামী অন্য মেয়ে কে বিয়ে করে চলে গেছে, আমি মায়ের কাছে আছি, আমার একটা এগারো বছরের মেয়ে আছে, অন্যের বাসা বাড়িতে ঝিয়ের কাজ করি,আমি কি সরকারি ঘর পাওয়ার যোগ্য না? আমার ভাই বোন কেউ নাই, আমি নিজে তিন জনের সংসার চালাই,সাংবাদিক ভাই আপনি চেষ্টা করলে হয়তো সরকারি ঘর পেতে পারি, প্লিজ ভাই, আপনার পায়ে ধরি,আপনি চেষ্টা করবেন,","","weaklyNegative",-0.5989726305007934,"{""neutral"":0.005886780563741922,""happy"":0.015297179110348225,""anger/disgust"":0.1144193485379219,""sadness"":0.9588844776153564,""surprise"":0.016923407092690468,""fear"":0.14413699507713318}"
"গতকাল মঙ্গলবার যেই ঘর দেওয়া হলো। সেই ছবি এই সাংবাদিক দখে।নাই।?? এই মহিলার জন্য কেউ যদি জেলা প্রশাসকের কাছে আবেদন করে তাহলে তার একটা গতি হবে।","","weaklyNegative",-0.5994649410247803,"{""neutral"":0.12218119204044342,""happy"":0.07598987221717834,""anger/disgust"":0.6316277980804443,""sadness"":0.31907811760902405,""surprise"":0.10415343195199966,""fear"":0.062053341418504715}"
"গতবাতের গুলা তো এক সপ্তাহ পরেই বেঙে পরকছিলো এইবারের গুলাও কি একই নাকি মাস খানেক টিকবে.??","","neutral",-0.19972593784332277,"{""neutral"":0.6482849717140198,""happy"":0.012844639830291271,""anger/disgust"":0.15833009779453278,""sadness"":0.13441002368927002,""surprise"":0.10948265343904495,""fear"":0.11198064684867859}"
"গরীব হোলে হয়নাগো মা! ঘর পেতে গেলে দলীয় হতে হয়!😭","","weaklyNegative",-0.5995846748352051,"{""neutral"":0.005141588859260082,""happy"":0.0008970824419520795,""anger/disgust"":0.053899966180324554,""sadness"":0.95611172914505,""surprise"":0.00360870361328125,""fear"":0.012496317736804485}"
"গাজীপুরে ৪ হাজার একর জমি নিয়ে বঙ্গবন্ধু শেখ মুজিব সাফারি পার্ক তৈরি, জীববৈচিত্র্য সংরক্ষণে জাতীয় পুরস্কারের প্রবর্তন, বায়ুদূষণ রোধে টেকসই পরিবেশ শীর্ষক প্রকল্প গ্রহণ, বর্জ্য ব্যবস্থাপনার ক্ষেত্রে বেশ কিছু কর্মসূচি পরিবেশ উন্নয়নে ভূমিকা রেখেছে। মাননীয় প্রধানমন্ত্রী শেখ হাসিনা ছাড়া তা কোনো ভাবেই সম্ভব ছিল না।","","stronglyPositive",0.9999258279800416,"{""neutral"":0.023982251062989235,""happy"":0.9757398366928101,""anger/disgust"":0.014465795829892159,""sadness"":0.1051015704870224,""surprise"":0.06959681212902069,""fear"":0.01942959800362587}"
"গুম হওয়া পরিবারের চোখের পানিও আপনি খুব পছন্দ করেন।","","stronglyPositive",0.9996592521667482,"{""neutral"":0.0009351363405585289,""happy"":0.9952925443649292,""anger/disgust"":0.00821953359991312,""sadness"":0.007417780347168446,""surprise"":0.006834808737039566,""fear"":0.0002178975410060957}"
"গুম হওয়া মানুষের পরিবারের সদস্যদের কান্না টাও পছন্দের তালিকায় আনুন। 😜😜","","weaklyNegative",-0.4586092948913574,"{""neutral"":0.15592622756958008,""happy"":0.03030475415289402,""anger/disgust"":0.5300118923187256,""sadness"":0.3577844500541687,""surprise"":0.030649978667497635,""fear"":0.021083833649754524}"
"গ্লোবাল জেন্ডার গ্যাপ রিপোর্ট ২০১৫ অনুযায়ী রাজনৈতিক ক্ষমতায়নে বাংলাদেশ বিশ্বে ষষ্ঠ স্থানে রয়েছে। সবই শেখ হাসিনার কৃতিত্ব।","","stronglyPositive",0.9998273611068726,"{""neutral"":0.008002460934221745,""happy"":0.9902791380882263,""anger/disgust"":0.008082551881670952,""sadness"":0.004655684344470501,""surprise"":0.005923402030020952,""fear"":0.000777542416471988}"
"ঘর আবার ভেঙে না পড়ে","","weaklyNegative",-0.5947066307067871,"{""neutral"":0.007687094155699015,""happy"":0.0013211758341640234,""anger/disgust"":0.009253190830349922,""sadness"":0.19377736747264862,""surprise"":0.006145755760371685,""fear"":0.959159791469574}"
"ঘর কয়দিন টিকবে এটাই বড় কথা।","","neutral",0.19902669191360475,"{""neutral"":0.12197184562683105,""happy"":0.006235164124518633,""anger/disgust"":0.4344363212585449,""sadness"":0.2848711311817169,""surprise"":0.00569358142092824,""fear"":0.010277800261974335}"
"ঘর তাহলে সব আওয়ামী লীগের লোকজন পায়","","weaklyNegative",-0.582397747039795,"{""neutral"":0.0014229672960937023,""happy"":0.0005512110074050725,""anger/disgust"":0.9973624348640442,""sadness"":0.0015158584574237466,""surprise"":0.0010929337004199624,""fear"":0.00004720672586699948}"
"ঘর তো ফ্রি-তে পায় না , এগুলোর জন্য গরীবদের টাকাও গুনতে হয় আবার ভোগান্তিও পোহাতে হয় । 🙂","","stronglyNegative",-0.9990357875823974,"{""neutral"":0.0014479801757261157,""happy"":0.0010000155307352543,""anger/disgust"":0.03555639833211899,""sadness"":0.9960816502571106,""surprise"":0.0014161794679239392,""fear"":0.0054815225303173065}"
"ঘর না পাওয়া আমি😰","","weaklyNegative",-0.599792218208313,"{""neutral"":0.06718193739652634,""happy"":0.002131496788933873,""anger/disgust"":0.01215628907084465,""sadness"":0.9153891801834106,""surprise"":0.008524423465132713,""fear"":0.008609537966549397}"
"ঘর পাওয়ার জন্য টাকার প্রয়োজন খালা😥","","weaklyPositive",0.5812953472137452,"{""neutral"":0.8619292974472046,""happy"":0.003924614749848843,""anger/disgust"":0.02102007530629635,""sadness"":0.13519327342510223,""surprise"":0.02133612520992756,""fear"":0.015577943064272404}"
"ঘর পেতে হলে ঘুষ দিতে হয়, হয়তো ইনি তা জানেন না,জানলে আগে ঘুষের টাকার ব্যবস্থা করতেন,আর বাংলাদেশের মত চোরের দেশে এটাই করুণ বাস্তবতা","","stronglyNegative",-0.9999202966690064,"{""neutral"":0.0005911297630518675,""happy"":0.0008357175393030047,""anger/disgust"":0.9817211627960205,""sadness"":0.23230844736099243,""surprise"":0.002806051168590784,""fear"":0.004174539819359779}"
"ঘর পে‌য়ে মানুষ যতটা খু‌শি, তার চে‌য়ে বেশী খু‌শি হ‌বে য‌দি সক‌লের ভোটাধিকার ফি‌রি‌য়ে দেন।","","stronglyPositive",0.9998465061187745,"{""neutral"":0.00790289044380188,""happy"":0.9893139004707336,""anger/disgust"":0.007655351422727108,""sadness"":0.0046164426021277905,""surprise"":0.002064834348857403,""fear"":0.00040296203223988414}"
"ঘরে না ফেরা মানুষের পরিজনদের কান্না কেমন লাগে?","","neutral",-0.1772389888763428,"{""neutral"":0.0017003840766847134,""happy"":0.00048207619693130255,""anger/disgust"":0.001851425739005208,""sadness"":0.9964926838874817,""surprise"":0.0010069592390209436,""fear"":0.0063477312214672565}"
"ঘরে যাওয়ার আগেই সেটা ভেঙে য়াওয়ার আর্তনাদ আরো মজা দায়ক🥴😒","","stronglyNegative",-0.9998996496200562,"{""neutral"":0.0017070790054276586,""happy"":0.0010365674970671535,""anger/disgust"":0.01640251651406288,""sadness"":0.9839058518409729,""surprise"":0.002825816860422492,""fear"":0.0087025361135602}"
"চমৎকার","","stronglyPositive",0.9999115705490114,"{""neutral"":0.051644954830408096,""happy"":0.8785852193832397,""anger/disgust"":0.004078314173966646,""sadness"":0.0014684273628517985,""surprise"":0.17502900958061218,""fear"":0.0007933579036034644}"
"চাছি তোমার টাকাও নাই,ঘরও নাই।","","stronglyNegative",-0.9999108076095581,"{""neutral"":0.0013719785492867231,""happy"":0.0009063662146218121,""anger/disgust"":0.9842835664749146,""sadness"":0.03474794700741768,""surprise"":0.0045449635945260525,""fear"":0.0011899054516106844}"
"জনগনের টাকায় তৈরি করা ঘড়তাহলে এটা হবে জনগনের দেওয়া উপহার","","stronglyPositive",0.999868154525757,"{""neutral"":0.035174690186977386,""happy"":0.8933371901512146,""anger/disgust"":0.10813511162996292,""sadness"":0.007481639739125967,""surprise"":0.017876461148262024,""fear"":0.0012618154287338257}"
"জনগনের টাকার ঘর জনগনকে দিচ্ছে। উপহার পাইছে যারা রডের বদলে বাশ দিয়ে ঘর বানাইছে।","","weaklyNegative",-0.5982247829437255,"{""neutral"":0.0007331678061746061,""happy"":0.0009849778143689036,""anger/disgust"":0.9952078461647034,""sadness"":0.0184859037399292,""surprise"":0.004126376006752253,""fear"":0.0008968577603809536}"
"জননেত্রী শেখ হাসিনা অবকাঠামোগত উন্নয়নে বড় সাফল্য পেয়েছেন। বাংলাদেশের ইতিহাসে যে কয়জন প্রধাণমন্ত্রী ছিলেন তাদের মধ্যে তার অবদান উল্লেখ যোগ্য।","","stronglyPositive",0.9999132871627809,"{""neutral"":0.0001331169332843274,""happy"":0.9998027682304382,""anger/disgust"":0.00046001398004591465,""sadness"":0.0011412302264943719,""surprise"":0.004295282997190952,""fear"":0.00007044748053885996}"
"জননেত্রী শেখ হাসিনার কল্যাণে সারাদেশে বর্তমানে সাড়ে ১৩ হাজার কমিউনিটি ক্লিনিক চালু রয়েছে।","","stronglyPositive",0.9999451637268068,"{""neutral"":0.004789051599800587,""happy"":0.9953359961509705,""anger/disgust"":0.0009358494426123798,""sadness"":0.0005333073786459863,""surprise"":0.005114058963954449,""fear"":0.00010989322618115693}"
"জননেত্রী শেখ হাসিনার দূরদর্শী নেতৃত্বে নারী-পুরুষ সমতা, রপ্তানিমুখী শিল্পায়ন, ১০০টি বিশেষ অর্থনৈতিক অঞ্চল, বঙ্গবন্ধু স্যাটেলাইট-১ উৎক্ষেপণ, রপ্তানি আয় বৃদ্ধিসহ বিভিন্ন অর্থনৈতিক সূচকে দেশ এগিয়ে যাচ্ছে। নান্দনিক পদ্মা সেতু, পারমাণবিক বিদ্যুৎ কেন্দ্র, গভীর সমুদ্রবন্দর, ঢাকা মেট্রো রেলসহ দেশের মেগাপ্রকল্পগুলো দ্রুত গতিতে এগিয়ে চলছে।","","stronglyPositive",0.9999165296554566,"{""neutral"":0.0002983137674164027,""happy"":0.9996339082717896,""anger/disgust"":0.0004435675509739667,""sadness"":0.0012247096747159958,""surprise"":0.008376598358154297,""fear"":0.00015006288595031947}"
"জননেত্রী শেখ হাসিনার সাহসী এবং গতিশীল উন্নয়ন কৌশল গ্রহণের ফলে সামগ্রিক অর্থনৈতিক প্রবৃদ্ধি, কাঠামোগত রূপান্তর এবং উল্লেখযোগ্য সামাজিক অগ্রগতির মাধ্যমে বাংলাদেশকে দ্রুত উন্নয়নের পথে নিয়ে এসেছে।","","stronglyPositive",0.9999549865722657,"{""neutral"":0.00038168177707120776,""happy"":0.9994634985923767,""anger/disgust"":0.00018546503270044923,""sadness"":0.000334643991664052,""surprise"":0.007496295031160116,""fear"":0.00008226855425164104}"
"জনপ্রতিনিধিরা কত টাকা করে গোপনে নিয়েছেন সেটা অনুসন্ধান চাই।","","neutral",-0.19965624809265137,"{""neutral"":0.008971359580755234,""happy"":0.0009982374031096697,""anger/disgust"":0.9620498418807983,""sadness"":0.01941634900867939,""surprise"":0.07115776836872101,""fear"":0.002511696657165885}"
"জয় তো মাননীয় প্রধানমন্ত্রী শেখ হাসিনার","","stronglyPositive",0.9998251676559449,"{""neutral"":0.002381311496719718,""happy"":0.9963609576225281,""anger/disgust"":0.0017427969723939896,""sadness"":0.0004979593213647604,""surprise"":0.0009145566145889461,""fear"":0.00008057927334448323}"
"জয় বাংলা জয় বঙ্গবন্ধু","","stronglyPositive",0.9990674257278443,"{""neutral"":0.022518666461110115,""happy"":0.9827143549919128,""anger/disgust"":0.001944372896105051,""sadness"":0.0007497743354178965,""surprise"":0.0014269460225477815,""fear"":0.0003279189404565841}"
"জয় বাংলা জয় বঙ্গবন্ধু জয় শেখ হাসিনা!!!🥰🥰🥰","","stronglyPositive",0.9997781991958619,"{""neutral"":0.17919212579727173,""happy"":0.8634775876998901,""anger/disgust"":0.0154764074832201,""sadness"":0.005559968762099743,""surprise"":0.02717839553952217,""fear"":0.00295540620572865}"
"জয় বাংলা জয় বঙ্গবন্ধু জয়তু দেশরত্ন শেখ হাসিনা 🇧🇩","","stronglyPositive",0.9999548435211183,"{""neutral"":0.014817310497164726,""happy"":0.9871259331703186,""anger/disgust"":0.0011250285897403955,""sadness"":0.000488472287543118,""surprise"":0.0012813201174139977,""fear"":0.00018538511358201504}"
"জয়তু জননেত্রী শেখ হাসিনা ❤❤। আপনার দীর্ঘায়ু কামনা করি।","","stronglyPositive",0.9996797800064088,"{""neutral"":0.06502126902341843,""happy"":0.956307053565979,""anger/disgust"":0.0017085797153413296,""sadness"":0.0013215162325650454,""surprise"":0.0010972416494041681,""fear"":0.00046269354061223567}"
"জয়তু দেশরত্ন শেখ হাসিনা।","","stronglyPositive",0.999948787689209,"{""neutral"":0.002158450661227107,""happy"":0.9975473284721375,""anger/disgust"":0.0008177653071470559,""sadness"":0.00046965471119619906,""surprise"":0.00043891664245165884,""fear"":0.00008063638961175457}"
"জয়তু মাননীয় প্রধানমন্ত্রী।","","stronglyPositive",0.9997287750244142,"{""neutral"":0.04859530180692673,""happy"":0.9699242115020752,""anger/disgust"":0.001258808420971036,""sadness"":0.0009659896604716778,""surprise"":0.0009040094446390867,""fear"":0.0002513892250135541}"
"জলবায়ু প্রভাবজনিত ক্ষয়ক্ষতি মোকাবিলায় বাংলাদেশের সাফল্য বিশ্ব স্বীকৃত। জননেত্রী শেখ হাসিনার নিকট বাংলাদেশের মানুষ সত্যি ঋণী।","","stronglyPositive",0.9999411582946778,"{""neutral"":0.0002867313160095364,""happy"":0.999544084072113,""anger/disgust"":0.0005815850454382598,""sadness"":0.0008428141591139138,""surprise"":0.0011654344853013754,""fear"":0.00005043429700890556}"
"জাতিসংঘের সাবেক মহাসচিব বান কি মুন বাংলাদেশকে উন্নয়নের রোল মডেল হিসেবে আখ্যায়িত করেছেন। ' শেখ হাসিনা ক্ষমতায় না থাকলে এটা কখনই সম্ভব হতো না।","","weaklyPositive",0.5278298854827882,"{""neutral"":0.05190151557326317,""happy"":0.9743258953094482,""anger/disgust"":0.002678573364391923,""sadness"":0.010136458091437817,""surprise"":0.03249896690249443,""fear"":0.003038957482203841}"
"জাতীয় কবি রিয়াজ চামচারে দেখান","","weaklyPositive",0.5976491689682008,"{""neutral"":0.00151959084905684,""happy"":0.00025543372612446547,""anger/disgust"":0.9987633228302002,""sadness"":0.00036128441570326686,""surprise"":0.0009748607990331948,""fear"":0.000013975614820083138}"
"জীবনযাত্রার মান বৃদ্ধির কারণে দেশের মানুষের গড় আয়ু ৭১ বছরের বেশি (নারীদের ৭৫ বছর এবং পুরুষদের ৭১ বছর) হয়েছে। ধন্যবাদ জননেত্রী শেখ হাসিনা।","","stronglyPositive",0.9969862461090089,"{""neutral"":0.0009112612460739911,""happy"":0.999029278755188,""anger/disgust"":0.0006305555580183864,""sadness"":0.0016273491783067584,""surprise"":0.006366272456943989,""fear"":0.0002033637574641034}"
"টাকা তো জনগনের ঘর গুলি জনগণ দিসে, প্রধানমন্ত্রী না । প্রধানমন্ত্রী বেশি হলে এইখান থিকে টাকা চুরি করসে । স্ট্যান্টবাজি |","","stronglyNegative",-0.9997734785079956,"{""neutral"":0.0009699713555164635,""happy"":0.0009443684830330312,""anger/disgust"":0.9950657486915588,""sadness"":0.0198171678930521,""surprise"":0.0026383069343864918,""fear"":0.001109244185499847}"
"ডিজিটাল বাংলাদেশ গঠনের লক্ষ্যে শেখ হাসিনার সরকারের নানামুখী পদক্ষেপ ছিল দৃশ্যমান।","","stronglyPositive",0.99960196018219,"{""neutral"":0.0006511028041131794,""happy"":0.9990457892417908,""anger/disgust"":0.0005742851062677801,""sadness"":0.00045321896323002875,""surprise"":0.0015574382850900292,""fear"":0.00005210478411754593}"
"তথ্য প্রযুক্তির সেবা তৃণমূলে পৌঁছে দেওয়া ছিল অভূতপূর্ব। দেশের মানুষ শেখ হাসিনার এই অবদান সারা জীবন মনে রাখবে।","","stronglyPositive",0.9999213457107545,"{""neutral"":0.00024577241856604815,""happy"":0.9995360374450684,""anger/disgust"":0.0007059476338326931,""sadness"":0.000848549185320735,""surprise"":0.00499091949313879,""fear"":0.00008324005466420203}"
"তাকে সহোযোগিতার জন্য সংশ্লিষ্ট এলাকা বাসীর দ্রুত এগিয়ে আসা উচিত, আমরা নিজেদেরকে শ্রেষ্ঠ জীব হিসেবে পরিচয় দিচ্ছি অথচ অসহায় মানুষের দিকে দায়িত্বের হাত বাড়াচ্ছি না। অসহায়, দরিদ্র, নিপীড়িত মানুষের পাশে দাঁড়ানো নিশ্চয়ই নেক আমল।","","stronglyPositive",0.9991227388381959,"{""neutral"":0.0706874430179596,""happy"":0.8409155607223511,""anger/disgust"":0.05486065894365311,""sadness"":0.3982994556427002,""surprise"":0.04015374556183815,""fear"":0.1086704432964325}"
"তার মত ভালা মানুষ মুই জীবনেও দেখি নাই","","stronglyPositive",0.999970293045044,"{""neutral"":0.000028148637284175493,""happy"":0.9999346733093262,""anger/disgust"":0.000049294194468529895,""sadness"":0.00014015204214956611,""surprise"":0.8186894655227661,""fear"":0.000020397605112520978}"
"তাহলে অাশ্রায়ন প্রকল্পের ঘর পায় কে??","","neutral",-0.19997639656066896,"{""neutral"":0.8538417816162109,""happy"":0.0030456162057816982,""anger/disgust"":0.11954808980226517,""sadness"":0.020923493430018425,""surprise"":0.07871571183204651,""fear"":0.006990274880081415}"
"তাহলে আপনিই ব‌্যবস্হা করে দেন।।।","","weaklyPositive",0.5730484008789063,"{""neutral"":0.7878358364105225,""happy"":0.25457727909088135,""anger/disgust"":0.019811689853668213,""sadness"":0.03333687782287598,""surprise"":0.008185443468391895,""fear"":0.0053401850163936615}"
"তাহলে আমার টা কই","","neutral",-0.1995357632637024,"{""neutral"":0.9578564763069153,""happy"":0.001190393464639783,""anger/disgust"":0.062131356447935104,""sadness"":0.0071779824793338776,""surprise"":0.00968765839934349,""fear"":0.0032039692159742117}"
"তাহলে ঘর পাচ্ছে কে? গরিব রা তো কুঁড়ে ঘরেই আছে,,,","","weaklyNegative",-0.5999159097671509,"{""neutral"":0.028765395283699036,""happy"":0.000878127699252218,""anger/disgust"":0.019007647410035133,""sadness"":0.9205123782157898,""surprise"":0.028727853670716286,""fear"":0.034744955599308014}"
"তাহলে প্রধানমন্ত্রী এতো এতো বাড়ি ঘর কার জন্য বানিয়ে দিলো,,","","neutral",0.154058575630188,"{""neutral"":0.12746986746788025,""happy"":0.004757043905556202,""anger/disgust"":0.4203921854496002,""sadness"":0.023512743413448334,""surprise"":0.4763445258140564,""fear"":0.010297579690814018}"
"তিন মাসের মধ্যে ভেঙে পরবে মনে হয়","","weaklyNegative",-0.5998645305633545,"{""neutral"":0.000825400638859719,""happy"":0.0005538463592529297,""anger/disgust"":0.0010071746073663235,""sadness"":0.9972018003463745,""surprise"":0.0007257038960233331,""fear"":0.00774071179330349}"
"তিনি ক্ষমতায় আসার পর থেকে পরিবহন ও যোগাযোগ ব্যবস্থায় ব্যাপক পরিবর্তন লক্ষণীয়। এটাই সবচেয়ে বড় সত্যি কথা।","","stronglyPositive",0.9998758792877198,"{""neutral"":0.027089303359389305,""happy"":0.9704322814941406,""anger/disgust"":0.0077421474270522594,""sadness"":0.008994179777801037,""surprise"":0.0880473256111145,""fear"":0.0020373526494950056}"
"তেল বাজের বাচ্চারা কোথায় এরা নাকি গরিব মানুষ চোখে দেখেনা ধন্যবাদ সাংবাদিক ভাই এদের চোখে আঙ্গুল দিয়ে দেখিয়ে দেওয়ার জন্য","","weaklyNegative",-0.5514771223068238,"{""neutral"":0.005983880255371332,""happy"":0.14635899662971497,""anger/disgust"":0.9499553442001343,""sadness"":0.03613816574215889,""surprise"":0.0034198262728750706,""fear"":0.0015950227389112115}"
"দক্ষিন এশিয়ায় বসবাসের জন্য সবচেয়ে ব্যায়বহুল দেশ #বাংলাদেশ🇧🇩https://fb.watch/cCfmTSBASd/","","stronglyPositive",0.9998639583587647,"{""neutral"":0.7553670406341553,""happy"":0.01307408232241869,""anger/disgust"":0.005397983361035585,""sadness"":0.36479833722114563,""surprise"":0.035221394151449203,""fear"":0.019580045714974403}"
"দিন বদলের অঙ্গিকার নিয়ে ২০০৯ সালের ৬ জানুয়ারি সরকার গঠন করে শেখ হাসিনা। দিন বদলের অঙ্গিকার নিয়ে এখনো সামনের দিকে এগিয়ে যাচ্ছে শেখ হাসিনা এবং তার দল।","","weaklyPositive",0.5999017477035523,"{""neutral"":0.019088612869381905,""happy"":0.9830842614173889,""anger/disgust"":0.003814845345914364,""sadness"":0.0018502639140933752,""surprise"":0.00529007613658905,""fear"":0.0004776889691129327}"
"দীর্ঘমেয়াদী পরিকল্পনা, এমডিজি অর্জন, এসডিজি বাস্তবায়নের প্রস্তুতিসহ, শিক্ষা, স্বাস্থ্য, লিঙ্গসমতা, কৃষিতে ব্যাপক উন্নয়ন, দারিদ্র্যসীমা হ্রাস, গড় আয়ু বৃদ্ধি, রফতানিমুখী শিল্পায়ন এবং বিশেষ অর্থনৈতিক অঞ্চল গড়ে তোলা, পোশাক শিল্প, ওষুধ শিল্প, রফতানি আয় বৃদ্ধিসহ নানা অর্থনৈতিক সূচক বৃদ্ধি প্রধানমন্ত্রী শেখ হাসিনার দূরদৃষ্টি ও পরিশ্রমের ফসল।","","stronglyPositive",0.9999265909194948,"{""neutral"":0.0003446998307481408,""happy"":0.9995439648628235,""anger/disgust"":0.000567579350899905,""sadness"":0.0014682399341836572,""surprise"":0.03868125379085541,""fear"":0.00027905896422453225}"
"দুঃখীত চাচী এই সিংগাপুরে ঘর পাওয়া যায় না","","weaklyNegative",-0.5998085021972657,"{""neutral"":0.002051542978733778,""happy"":0.0005302396020852029,""anger/disgust"":0.004425311926752329,""sadness"":0.9919111132621765,""surprise"":0.0027973479591310024,""fear"":0.011052686721086502}"
"দুর্যোগের খবর জানতে বিনা খরচে ১০৯০-তে কল করার বিষয়টিও ছিল অভিনব। ধন্যবাদ জননেত্রী শেখ হাসিনা।","","stronglyPositive",0.9997431039810182,"{""neutral"":0.009079793468117714,""happy"":0.9860308170318604,""anger/disgust"":0.003244431922212243,""sadness"":0.004520161543041468,""surprise"":0.12039896100759506,""fear"":0.0014780041528865695}"
"দেশরত্ন ❤️","","weaklyPositive",0.5923571586608888,"{""neutral"":0.3632151186466217,""happy"":0.6358137726783752,""anger/disgust"":0.040580809116363525,""sadness"":0.01543251983821392,""surprise"":0.01398960966616869,""fear"":0.00441599590703845}"
"দেশরত্ন জননেত্রী শেখ হাসিনার সরকার বারবার দরকার 👍✌️✌️","","stronglyPositive",0.9999437332153321,"{""neutral"":0.13187743723392487,""happy"":0.7463430762290955,""anger/disgust"":0.07888072729110718,""sadness"":0.007017422001808882,""surprise"":0.001211362425237894,""fear"":0.0006455166731029749}"
"দেশরত্ন শেখ হাসিনা","","stronglyPositive",0.9998709201812745,"{""neutral"":0.007792572025209665,""happy"":0.9911937117576599,""anger/disgust"":0.0022801754530519247,""sadness"":0.000524057075381279,""surprise"":0.0005931812920607626,""fear"":0.00008311449346365407}"
"দেশরত্ন শেখ হাসিনা আপার ❤️সঠিক নেতৃত্বে এগিয়ে যাবে দূর্বার গতিতে বাংলাদেশ ”জয় বাংলা জয় বঙ্গবন্ধু 🇧🇩✌️","","stronglyPositive",0.999932909011841,"{""neutral"":0.010037337429821491,""happy"":0.9925283193588257,""anger/disgust"":0.00047822020133025944,""sadness"":0.0002852072357200086,""surprise"":0.0017632010858505964,""fear"":0.0001262692385353148}"
"দেশের উন্নয়নের ধারাকে অব্যাহত রাখতে শেখ হাসিনার সরকার, এই দেশের জনগণের বারবার দরকার।","","stronglyPositive",0.9996997117996217,"{""neutral"":0.0073247128166258335,""happy"":0.9889110326766968,""anger/disgust"":0.0062913293950259686,""sadness"":0.0017723999917507172,""surprise"":0.0006868266500532627,""fear"":0.00015820993576198816}"
